Count,Code,Browser,B&W*,Apple,Andr,Twit,Wind,GMail,DCM,KDDI,SB,Name,Version,Default,Annotations
548,U+23F2,⏲,,missing,missing,missing,missing,missing,missing,missing,missing,timer clock,V6.0ˣ,text,"clock, object, time, timer"
549,U+1F570,🕰,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,mantelpiece clock,V7.0ʷ,text,"clock, object"
550,U+1F55B,🕛,,,,,,,missing,missing,,clock face twelve oclock,V6.0ʲʷ,emoji,"00, 12, 12:00, clock, o’clock, symbol, time, twelve"
551,U+1F567,🕧,,,,,,missing,missing,missing,missing,clock face twelve-thirty,V6.0ʷ,emoji,"12, 30, 12:30, clock, symbol, thirty, time, twelve"
552,U+1F550,🕐,,,,,,,missing,missing,,clock face one oclock,V6.0ʲʷ,emoji,"00, 1, 1:00, clock, o’clock, one, symbol, time"
553,U+1F55C,🕜,,,,,,missing,missing,missing,missing,clock face one-thirty,V6.0ʷ,emoji,"1, 30, 1:30, clock, one, symbol, thirty, time"
554,U+1F551,🕑,,,,,,,missing,missing,,clock face two oclock,V6.0ʲʷ,emoji,"00, 2, 2:00, clock, o’clock, symbol, time, two"
555,U+1F55D,🕝,,,,,,missing,missing,missing,missing,clock face two-thirty,V6.0ʷ,emoji,"2, 30, 2:30, clock, symbol, thirty, time, two"
556,U+1F552,🕒,,,,,,,missing,missing,,clock face three oclock,V6.0ʲʷ,emoji,"00, 3, 3:00, clock, o’clock, symbol, three, time"
557,U+1F55E,🕞,,,,,,missing,missing,missing,missing,clock face three-thirty,V6.0ʷ,emoji,"3, 30, 3:30, clock, symbol, thirty, three, time"
558,U+1F553,🕓,,,,,,,missing,missing,,clock face four oclock,V6.0ʲʷ,emoji,"00, 4, 4:00, clock, four, o’clock, symbol, time"
559,U+1F55F,🕟,,,,,,missing,missing,missing,missing,clock face four-thirty,V6.0ʷ,emoji,"4, 30, 4:30, clock, four, symbol, thirty, time"
560,U+1F554,🕔,,,,,,,missing,missing,,clock face five oclock,V6.0ʲʷ,emoji,"00, 5, 5:00, clock, five, o’clock, symbol, time"
561,U+1F560,🕠,,,,,,missing,missing,missing,missing,clock face five-thirty,V6.0ʷ,emoji,"5, 30, 5:30, clock, five, symbol, thirty, time"
562,U+1F555,🕕,,,,,,,missing,missing,,clock face six oclock,V6.0ʲʷ,emoji,"00, 6, 6:00, clock, o’clock, six, symbol, time"
563,U+1F561,🕡,,,,,,missing,missing,missing,missing,clock face six-thirty,V6.0ʷ,emoji,"6, 30, 6:30, clock, six, symbol, thirty, time"
564,U+1F556,🕖,,,,,,,missing,missing,,clock face seven oclock,V6.0ʲʷ,emoji,"00, 7, 7:00, clock, o’clock, seven, symbol, time"
565,U+1F562,🕢,,,,,,missing,missing,missing,missing,clock face seven-thirty,V6.0ʷ,emoji,"7, 30, 7:30, clock, seven, symbol, thirty, time"
566,U+1F557,🕗,,,,,,,missing,missing,,clock face eight oclock,V6.0ʲʷ,emoji,"00, 8, 8:00, clock, eight, o’clock, symbol, time"
567,U+1F563,🕣,,,,,,missing,missing,missing,missing,clock face eight-thirty,V6.0ʷ,emoji,"8, 30, 8:30, clock, eight, symbol, thirty, time"
568,U+1F558,🕘,,,,,,,missing,missing,,clock face nine oclock,V6.0ʲʷ,emoji,"00, 9, 9:00, clock, nine, o’clock, symbol, time"
569,U+1F564,🕤,,,,,,missing,missing,missing,missing,clock face nine-thirty,V6.0ʷ,emoji,"9, 30, 9:30, clock, nine, symbol, thirty, time"
570,U+1F559,🕙,,,,,,,missing,missing,,clock face ten oclock,V6.0ʲʷ,emoji,"00, 10, 10:00, clock, o’clock, symbol, ten, time"
571,U+1F565,🕥,,,,,,missing,missing,missing,missing,clock face ten-thirty,V6.0ʷ,emoji,"10, 30, 10:30, clock, symbol, ten, thirty, time"
572,U+1F55A,🕚,,,,,,,missing,missing,,clock face eleven oclock,V6.0ʲʷ,emoji,"00, 11, 11:00, clock, eleven, o’clock, symbol, time"
573,U+1F566,🕦,,,,,,missing,missing,missing,missing,clock face eleven-thirty,V6.0ʷ,emoji,"11, 30, 11:30, clock, eleven, symbol, thirty, time"
574,U+2648,♈️,,,,,,,,,,aries,V1.1ʲʷ,emoji*,"aries, ram, symbol, time, zodiac"
575,U+2649,♉️,,,,,,,,,,taurus,V1.1ʲʷ,emoji*,"bull, ox, symbol, taurus, time, zodiac"
576,U+264A,♊️,,,,,,,,,,gemini,V1.1ʲʷ,emoji*,"gemini, symbol, time, twins, zodiac"
577,U+264B,♋️,,,,,,,,,,cancer,V1.1ʲʷ,emoji*,"cancer, crab, symbol, time, zodiac"
578,U+264C,♌️,,,,,,,,,,leo,V1.1ʲʷ,emoji*,"leo, lion, symbol, time, zodiac"
579,U+264D,♍️,,,,,,,,,,virgo,V1.1ʲʷ,emoji*,"maiden, symbol, time, virgin, virgo, zodiac"
580,U+264E,♎️,,,,,,,,,,libra,V1.1ʲʷ,emoji*,"balance, justice, libra, scales, symbol, time, zodiac"
581,U+264F,♏️,,,,,,,,,,scorpius,V1.1ʲʷ,emoji*,"scorpio, scorpion, scorpius, symbol, time, zodiac"
582,U+2650,♐️,,,,,,,,,,sagittarius,V1.1ʲʷ,emoji*,"archer, sagittarius, symbol, time, zodiac"
583,U+2651,♑️,,,,,,,,,,capricorn,V1.1ʲʷ,emoji*,"capricorn, goat, symbol, time, zodiac"
584,U+2652,♒️,,,,,,,,,,aquarius,V1.1ʲʷ,emoji*,"aquarius, bearer, symbol, time, water, zodiac"
585,U+2653,♓️,,,,,,,,,,pisces,V1.1ʲʷ,emoji*,"fish, pisces, symbol, time, zodiac"
586,U+26CE,⛎,,,,,,,missing,,,ophiuchus,V6.0ªʲ,emoji,"bearer, ophiuchus, serpent, snake, symbol, zodiac"
587,U+1F311,🌑,,,,,,,,,missing,new moon symbol,V6.0ʲ,emoji,"dark, moon, nature, place, space, time, weather"
588,U+1F312,🌒,,,,,,missing,missing,missing,missing,waxing crescent moon symbol,V6.0ˣ,emoji,"crescent, moon, nature, place, space, time, waxing, weather"
589,U+1F313,🌓,,,,,,,,,missing,first quarter moon symbol,V6.0ʲ,emoji,"moon, nature, place, quarter, space, time, weather"
590,U+1F314,🌔,,,,,,,,,missing,waxing gibbous moon symbol,V6.0ʲ,emoji,"gibbous, moon, nature, place, space, time, waxing, weather"
591,U+1F315,🌕,,,,,,,,missing,missing,full moon symbol,V6.0ʲʷ,emoji,"full, moon, nature, place, space, time, weather"
592,U+1F316,🌖,,,,,,missing,missing,missing,missing,waning gibbous moon symbol,V6.0ˣ,emoji,"gibbous, moon, nature, place, space, time, waning, weather"
593,U+1F317,🌗,,,,,,missing,missing,missing,missing,last quarter moon symbol,V6.0ˣ,emoji,"moon, nature, place, quarter, space, time, weather"
594,U+1F318,🌘,,,,,,missing,missing,missing,missing,waning crescent moon symbol,V6.0ˣ,emoji,"crescent, moon, nature, place, space, time, waning, weather"
595,U+1F319,🌙,,,,,,,,,,crescent moon,V6.0ʲ,emoji,"crescent, moon, nature, place, space, time, weather"
596,U+1F31A,🌚,,,,,,missing,missing,missing,missing,new moon with face,V6.0ˣ,emoji,"face, moon, nature, place, space, time, weather"
597,U+1F31B,🌛,,,,,,,missing,,missing,first quarter moon with face,V6.0ʲ,emoji,"face, moon, nature, place, quarter, space, weather"
598,U+1F31C,🌜,,,,,,missing,missing,missing,missing,last quarter moon with face,V6.0ʷ,emoji,"face, moon, nature, place, quarter, space, weather"
599,U+1F321,🌡,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,thermometer,V7.0ʷ,text,"nature, thermometer, weather"
600,U+2600,☀️,,,,,,,,,,black sun with rays,V1.1ªʲ,text*,"bright, nature, rays, space, sun, sunny, weather"
601,U+1F31D,🌝,,,,,,missing,missing,missing,missing,full moon with face,V6.0ˣ,emoji,"bright, face, full, moon, nature, place, space, weather"
602,U+1F31E,🌞,,,,,,missing,missing,missing,missing,sun with face,V6.0ˣ,emoji,"bright, face, nature, place, space, sun, weather"
603,U+2601,☁️,,,,,,,,,,cloud,V1.1ªʲʷ,text*,"cloud, nature, weather"
604,U+26C5,⛅️,,,,,,,missing,,missing,sun behind cloud,V5.2ªʲ,emoji*,"cloud, nature, sun, weather"
605,U+26C8,⛈,,missing,missing,missing,missing,missing,missing,missing,missing,thunder cloud and rain,V5.2ª,text,"cloud, nature, rain, thunder, weather"
606,U+1F324,🌤,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,white sun with small cloud,V7.0ʷ,text,"cloud, nature, sun, weather"
607,U+1F325,🌥,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,white sun behind cloud,V7.0ʷ,text,"cloud, nature, sun, weather"
608,U+1F326,🌦,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,white sun behind cloud with rain,V7.0ʷ,text,"cloud, nature, rain, sun, weather"
609,U+1F327,🌧,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,cloud with rain,V7.0ʷ,text,"cloud, nature, rain, weather"
610,U+1F328,🌨,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,cloud with snow,V7.0ʷ,text,"cloud, cold, nature, snow, weather"
611,U+1F329,🌩,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,cloud with lightning,V7.0ʷ,text,"cloud, lightning, nature, weather"
612,U+1F32A,🌪,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,cloud with tornado,V7.0ʷ,text,"cloud, nature, tornado, weather"
613,U+1F32B,🌫,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,fog,V7.0ʷ,text,"cloud, fog, nature, weather"
614,U+1F32C,🌬,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,wind blowing face,V7.0ʷ,text,"blow, cloud, face, nature, weather, wind"
615,U+1F300,🌀,,,,,,,,,,cyclone,V6.0ʲ,emoji,"cyclone, dizzy, nature, twister, typhoon, weather"
616,U+1F308,🌈,,,,,,,missing,,,rainbow,V6.0ʲ,emoji,"nature, rain, rainbow, weather"
617,U+1F302,🌂,,,,,,,,,,closed umbrella,V6.0ʲ,emoji,"clothing, nature, person, rain, umbrella, weather"
618,U+2602,☂,,missing,missing,missing,,missing,missing,missing,missing,umbrella,V1.1ª,text,"clothing, nature, rain, umbrella, weather"
619,U+2614,☔️,,,,,,,,,,umbrella with rain drops,V4.0ªʲ,emoji*,"clothing, drop, nature, rain, umbrella, weather"
620,U+26F1,⛱,,missing,missing,missing,missing,missing,missing,missing,missing,umbrella on ground,V5.2ª,text,"nature, rain, sun, travel, umbrella, weather"
621,U+2744,❄️,,,,,,,missing,,missing,snowflake,V1.1ᶻʲʷ,text*,"cold, nature, snow, snowflake, weather"
622,U+2603,☃,,missing,missing,missing,,missing,missing,missing,missing,snowman,V1.1ª,text,"cold, nature, snow, snowman, weather"
623,U+26C4,⛄️,,,,,,,,,,snowman without snow,V5.2ªʲ,emoji*,"cold, nature, snow, snowman, weather"
624,U+1F31F,🌟,,,,,,,missing,missing,,glowing star,V6.0ʲ,emoji,"glittery, glow, object, place, shining, sparkle, star"
625,U+1F320,🌠,,,,,,,missing,,missing,shooting star,V6.0ʲ,emoji,"activity, falling, nature, place, shooting, space, star"
626,U+2604,☄,,missing,missing,missing,missing,missing,missing,missing,missing,comet,V1.1ˣ,text,"comet, object, space"
627,U+1F525,🔥,,,,,,,missing,,,fire,V6.0ʲ,emoji,"fire, flame, object, tool"
628,U+1F383,🎃,,,,,,,missing,,,jack-o-lantern,V6.0ʲ,emoji,"activity, celebration, entertainment, halloween, jack, lantern, object"
629,U+1F384,🎄,,,,,,,,,,christmas tree,V6.0ʲ,emoji,"activity, celebration, christmas, entertainment, object, tree"
630,U+1F54E,🕎,,missing,missing,missing,missing,missing,missing,missing,missing,menorah with nine branches,V8.0ˣ,emoji,"candelabrum, candlestick, menorah, object, place, religion"
631,U+1F386,🎆,,,,,,,missing,,,fireworks,V6.0ʲ,emoji,"activity, celebration, entertainment, fireworks, object"
632,U+1F387,🎇,,,,,,,missing,,,firework sparkler,V6.0ʲ,emoji,"activity, celebration, entertainment, fireworks, object, sparkle"
633,U+2728,✨,,,,,,,,,,sparkles,V6.0ʲ,emoji,"emotion, entertainment, object, sign, sparkle, star"
634,U+1F388,🎈,,,,,,,missing,,,balloon,V6.0ʲ,emoji,"activity, balloon, celebration, entertainment, object"
635,U+1F389,🎉,,,,,,,missing,,,party popper,V6.0ʲ,emoji,"activity, celebration, entertainment, object, party, popper, tada"
636,U+1F38A,🎊,,,,,,,missing,,missing,confetti ball,V6.0ʲ,emoji,"activity, ball, celebration, confetti, entertainment, object"
637,U+1F38B,🎋,,,,,,,missing,,missing,tanabata tree,V6.0ʲ,emoji,"activity, banner, celebration, entertainment, japanese, object, tree"
638,U+1F38C,🎌,,,,,,,missing,,,crossed flags,V6.0ʲ,emoji,"activity, celebration, cross, crossed, flag, japanese, object"
639,U+1F38D,🎍,,,,,,,missing,,,pine decoration,V6.0ʲ,emoji,"activity, bamboo, celebration, japanese, object, pine, plant"
640,U+1F38E,🎎,,,,,,,missing,,,japanese dolls,V6.0ʲ,emoji,"activity, celebration, doll, entertainment, festival, japanese, object"
641,U+1F38F,🎏,,,,,,,missing,,,carp streamer,V6.0ʲ,emoji,"activity, carp, celebration, entertainment, flag, object, streamer"
642,U+1F390,🎐,,,,,,,missing,,,wind chime,V6.0ʲ,emoji,"activity, bell, celebration, chime, entertainment, object, wind"
643,U+1F391,🎑,,,,,,,missing,,,moon viewing ceremony,V6.0ʲ,emoji,"activity, celebration, ceremony, entertainment, moon, nature, object"
644,U+1F393,🎓,,,,,,,missing,,,graduation cap,V6.0ʲʷ,emoji,"activity, cap, celebration, clothing, education, graduation, hat, object"
645,U+1F3AF,🎯,,,,,,,missing,,,direct hit,V6.0ʲ,emoji,"activity, bull, bullseye, dart, entertainment, eye, game, hit, object, target"
646,U+1F3B4,🎴,,,,,,,missing,,missing,flower playing cards,V6.0ʲ,emoji,"activity, card, entertainment, flower, game, japanese, object, playing"
647,U+1F380,🎀,,,,,,,,,,ribbon,V6.0ʲ,emoji,"celebration, emotion, object, person, ribbon"
648,U+1F381,🎁,,,,,,,,,,wrapped present,V6.0ʲ,emoji,"box, celebration, entertainment, gift, object, present, wrapped"
649,U+1F396,🎖,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,military medal,V7.0ʷ,text,"celebration, medal, military, object"
650,U+1F397,🎗,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,reminder ribbon,V7.0ʷ,text,"celebration, object, reminder, ribbon"
651,U+1F39E,🎞,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,film frames,V7.0ʷ,text,"cinema, entertainment, film, frames, movie, object"
652,U+1F39F,🎟,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,admission tickets,V7.0ʷ,text,"admission, entertainment, object, ticket"
653,U+1F3AB,🎫,,,,,,,,,,ticket,V6.0ʲ,emoji,"activity, admission, entertainment, object, place, ticket"
654,U+1F3F7,🏷,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,label,V7.0ʷ,text,"label, object"
655,U+26BD,⚽️,,,,,,,,,,soccer ball,V5.2ʲ,emoji*,"ball, object, place, soccer, sport"
656,U+26BE,⚾️,,,,,,,,,,baseball,V5.2ªʲ,emoji*,"ball, baseball, object, place, sport"
657,U+1F3C0,🏀,,,,,,,,,,basketball and hoop,V6.0ʲ,emoji,"ball, basketball, hoop, object, place, sport"
658,U+1F3C8,🏈,,,,,,,missing,,,american football,V6.0ʲ,emoji,"american, ball, football, object, place, sport"
659,U+1F3C9,🏉,,,,,,missing,missing,missing,missing,rugby football,V6.0ˣ,emoji,"ball, football, object, place, rugby, sport"
660,U+1F3BE,🎾,,,,,,,,,,tennis racquet and ball,V6.0ʲ,emoji,"ball, object, place, racquet, sport, tennis"
661,U+1F3B1,🎱,,,,,,,missing,,,billiards,V6.0ʲ,emoji,"8, 8 ball, ball, billiard, eight, game, object, place, sport"
662,U+1F3B3,🎳,,,,,,,missing,,missing,bowling,V6.0ʲ,emoji,"ball, bowling, game, object, place, sport"
663,U+26F3,⛳️,,,,,,,,,,flag in hole,V5.2ªʲʷ,emoji*,"flag, golf, hole, object, place, sport, travel"
664,U+1F3CC,🏌,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,golfer,V7.0ʷ,text,"ball, golf, person, sport"
665,U+26F8,⛸,,missing,missing,missing,missing,missing,missing,missing,missing,ice skate,V5.2ª,text,"ice, place, skate, sport, travel"
666,U+1F3A3,🎣,,,,,,,missing,,missing,fishing pole and fish,V6.0ʲ,emoji,"entertainment, fish, object, place, pole, sport"
667,U+1F3BD,🎽,,,,,,,,missing,missing,running shirt with sash,V6.0ʲ,emoji,"person, place, running, sash, shirt, sport"
668,U+1F3BF,🎿,,,,,,,,,,ski and ski boot,V6.0ʲ,emoji,"object, ski, snow, sport"
669,U+26F7,⛷,,missing,missing,missing,missing,missing,missing,missing,missing,skier,V5.2ªʷ,text,"person, ski, snow, sport, travel"
670,U+1F3C2,🏂,,,,,,,,,missing,snowboarder,V6.0ʲʷ,emoji,"person, ski, snow, snowboard, sport"
671,U+1F3C4,🏄,,,,,,,missing,,,surfer,V6.0ʲʷ,emoji,"person, sport, surfer, surfing"
672,U+1F3C7,🏇,,,,,,missing,missing,missing,missing,horse racing,V6.0ˣ,emoji,"horse, jockey, person, racehorse, racing, sport, travel"
673,U+1F3CA,🏊,,,,,,,missing,,,swimmer,V6.0ʲʷ,emoji,"person, sport, swim, swimmer, travel"
674,U+26F9,⛹,,missing,missing,missing,missing,missing,missing,missing,missing,person with ball,V5.2ª,text,"ball, person, sport, travel"
675,U+1F3CB,🏋,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,weight lifter,V7.0ʷ,text,"lifter, person, sport, weight"
676,U+1F6B4,🚴,,,,,,missing,missing,missing,missing,bicyclist,V6.0ˣ,emoji,"bicycle, bicyclist, bike, cyclist, person, place, sport, travel"
677,U+1F6B5,🚵,,,,,,missing,missing,missing,missing,mountain bicyclist,V6.0ˣ,emoji,"bicycle, bicyclist, bike, cyclist, mountain, person, place, sport, travel"
678,U+1F3CE,🏎,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,racing car,V7.0ʷ,text,"car, place, racing, sport, travel"
679,U+1F3CD,🏍,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,racing motorcycle,V7.0ʷ,text,"motorcycle, person, racing, sport, travel"
680,U+1F3C5,🏅,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,sports medal,V7.0ˣ,emoji,"medal, object, sport"
681,U+1F3C6,🏆,,,,,,,missing,,,trophy,V6.0ʲʷ,emoji,"object, place, prize, sport, trophy"
682,U+1F3CF,🏏,,missing,missing,missing,missing,missing,missing,missing,missing,cricket bat and ball,V8.0ˣ,emoji,"ball, bat, cricket, game, object, sport"
683,U+1F3D0,🏐,,missing,missing,missing,missing,missing,missing,missing,missing,volleyball,V8.0ˣ,emoji,"ball, game, object, sport, volleyball"
684,U+1F3D1,🏑,,missing,missing,missing,missing,missing,missing,missing,missing,field hockey stick and ball,V8.0ˣ,emoji,"ball, field, game, hockey, object, sport, stick"
685,U+1F3D2,🏒,,missing,missing,missing,missing,missing,missing,missing,missing,ice hockey stick and puck,V8.0ˣ,emoji,"game, hockey, ice, object, puck, sport, stick"
686,U+1F3D3,🏓,,missing,missing,missing,missing,missing,missing,missing,missing,table tennis paddle and ball,V8.0ˣ,emoji,"ball, bat, game, object, paddle, sport, table tennis"
687,U+1F3F8,🏸,,missing,missing,missing,missing,missing,missing,missing,missing,badminton racquet and shuttlecock,V8.0ˣ,emoji,"badminton, birdie, game, object, racquet, shuttlecock, sport"
688,U+1F3AE,🎮,,,,,,,,,missing,video game,V6.0ʲʷ,emoji,"controller, entertainment, game, object, video game"
689,U+1F579,🕹,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,joystick,V7.0ʷ,text,"entertainment, game, joystick, object, video game"
690,U+1F3B2,🎲,,,,,,,missing,,missing,game die,V6.0ʲ,emoji,"dice, die, entertainment, game, object"
691,U+2660,♠️,,,,,,,,,,black spade suit,V1.1ᶻªʲ,text*,"card, game, spade, suit, symbol"
692,U+2665,♥️,,,,,,,,,,black heart suit,V1.1ᶻªʲ,text*,"card, emotion, game, heart, hearts, suit, symbol"
693,U+2666,♦️,,,,,,,,,,black diamond suit,V1.1ᶻªʲ,text*,"card, diamond, diamonds, game, suit, symbol"
694,U+2663,♣️,,,,,,,,,,black club suit,V1.1ᶻªʲ,text*,"card, club, clubs, game, suit, symbol"
695,U+1F0CF,🃏,,,,,,,missing,,missing,playing card black joker,V6.0ʲ,emoji,"card, entertainment, game, joker, object, playing"
696,U+1F004,🀄️,,,,,,,missing,,,mahjong tile red dragon,V5.1ʲ,emoji*,"game, mahjong, object, red"
697,U+1F507,🔇,,,,,,missing,missing,missing,missing,speaker with cancellation stroke,V6.0ˣ,emoji,"mute, object, quiet, silent, sound, speaker, volume"
698,U+1F508,🔈,,,,,,missing,missing,missing,missing,speaker,V6.0ʷ,emoji,"object, sound, speaker, volume"
699,U+1F509,🔉,,,,,,missing,missing,missing,missing,speaker with one sound wave,V6.0ˣ,emoji,"low, object, sound, speaker, volume, wave"
700,U+1F50A,🔊,,,,,,,missing,,,speaker with three sound waves,V6.0ʲ,emoji,"3, entertainment, high, loud, object, sound, speaker, three, volume"
701,U+1F4E2,📢,,,,,,,missing,missing,,public address loudspeaker,V6.0ʲ,emoji,"communication, loud, loudspeaker, object, public address, sound"
702,U+1F4E3,📣,,,,,,,missing,missing,,cheering megaphone,V6.0ʲ,emoji,"cheering, communication, megaphone, object, sound"
703,U+1F4EF,📯,,,,,,missing,missing,missing,missing,postal horn,V6.0ˣ,emoji,"communication, entertainment, horn, object, post, postal, sound"
704,U+1F514,🔔,,,,,,,,,,bell,V6.0ʲ,emoji,"bell, object, sound"
705,U+1F515,🔕,,,,,,missing,missing,missing,missing,bell with cancellation stroke,V6.0ˣ,emoji,"bell, forbidden, mute, no, not, object, prohibited, quiet, silent, sound"
706,U+1F500,🔀,,,,,,missing,missing,missing,missing,twisted rightwards arrows,V6.0ˣ,emoji,"arrow, crossed, symbol"
707,U+1F501,🔁,,,,,,missing,missing,missing,missing,clockwise rightwards and leftwards open circle arrows,V6.0ˣ,emoji,"arrow, clockwise, repeat, symbol"
708,U+1F502,🔂,,,,,,missing,missing,missing,missing,clockwise rightwards and leftwards open circle arrows with circled one overlay,V6.0ˣ,emoji,"arrow, clockwise, once, symbol"
709,U+25B6,▶️,,,,,,,missing,,,black right-pointing triangle,V1.1ªʲʷ,text*,"arrow, play, right, sound, symbol, triangle"
710,U+23E9,⏩,,,,,,,missing,,,black right-pointing double triangle,V6.0ʲʷ,emoji,"arrow, double, fast, forward, sound, symbol"
711,U+23ED,⏭,,missing,missing,missing,,missing,missing,missing,missing,black right-pointing double triangle with vertical bar,V6.0ʷ,text,"arrow, next scene, next track, sound, symbol, triangle"
712,U+23EF,⏯,,missing,missing,missing,,missing,missing,missing,missing,black right-pointing triangle with double vertical bar,V6.0ˣ,text,"arrow, pause, play, right, sound, symbol, triangle"
713,U+25C0,◀️,,,,,,,missing,,,black left-pointing triangle,V1.1ªʲʷ,text*,"arrow, left, reverse, sound, symbol, triangle"
714,U+23EA,⏪,,,,,,,missing,,,black left-pointing double triangle,V6.0ʲʷ,emoji,"arrow, double, rewind, sound, symbol"
715,U+23EE,⏮,,missing,missing,missing,,missing,missing,missing,missing,black left-pointing double triangle with vertical bar,V6.0ʷ,text,"arrow, previous scene, previous track, sound, symbol, triangle"
716,U+1F53C,🔼,,,,,,,missing,,missing,up-pointing small red triangle,V6.0ʲ,emoji,"arrow, button, red, symbol"
717,U+23EB,⏫,,,,,,,missing,,missing,black up-pointing double triangle,V6.0ʲ,emoji,"arrow, double, sound, symbol"
718,U+1F53D,🔽,,,,,,,missing,,missing,down-pointing small red triangle,V6.0ʲ,emoji,"arrow, button, down, red, symbol"
719,U+23EC,⏬,,,,,,,missing,,missing,black down-pointing double triangle,V6.0ʲ,emoji,"arrow, double, down, sound, symbol"
720,U+23F8,⏸,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,double vertical bar,V7.0ʷ,text,"bar, double, pause, sound, symbol, vertical"
721,U+23F9,⏹,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,black square for stop,V7.0ʷ,text,"sound, square, stop, symbol"
722,U+23FA,⏺,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,black circle for record,V7.0ʷ,text,"circle, record, sound, symbol"
723,U+23CF,⏏,,missing,missing,missing,,missing,missing,missing,missing,eject symbol,V4.0ˣ,text,"eject, sound, symbol"
724,U+1F3BC,🎼,,,,,,,missing,,missing,musical score,V6.0ʲ,emoji,"activity, entertainment, music, object, score, sound"
725,U+1F3B5,🎵,,,,,,,,,,musical note,V6.0ʲ,emoji,"activity, entertainment, music, note, object, sound"
726,U+1F3B6,🎶,,,,,,,,,,multiple musical notes,V6.0ʲ,emoji,"activity, entertainment, music, note, notes, object, sound"
727,U+1F399,🎙,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,studio microphone,V7.0ʷ,text,"mic, microphone, music, object, sound, studio"
728,U+1F39A,🎚,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,level slider,V7.0ʷ,text,"level, music, object, slider, sound"
729,U+1F39B,🎛,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,control knobs,V7.0ʷ,text,"control, knobs, music, object, sound"
730,U+1F3A4,🎤,,,,,,,,,,microphone,V6.0ʲ,emoji,"activity, entertainment, karaoke, mic, microphone, object, sound"
731,U+1F3A7,🎧,,,,,,,,,,headphone,V6.0ʲʷ,emoji,"activity, earbud, entertainment, headphone, object, sound"
732,U+1F3B7,🎷,,,,,,,missing,missing,,saxophone,V6.0ʲ,emoji,"activity, entertainment, instrument, music, object, sax, saxophone, sound"
733,U+1F3B8,🎸,,,,,,,missing,,,guitar,V6.0ʲ,emoji,"activity, entertainment, guitar, instrument, music, object, sound"
734,U+1F3B9,🎹,,,,,,,missing,,missing,musical keyboard,V6.0ʲ,emoji,"activity, entertainment, instrument, keyboard, music, object, piano, sound"
735,U+1F3BA,🎺,,,,,,,missing,,,trumpet,V6.0ʲ,emoji,"activity, entertainment, instrument, music, object, sound, trumpet"
736,U+1F3BB,🎻,,,,,,,missing,,missing,violin,V6.0ʲ,emoji,"activity, entertainment, instrument, music, object, sound, violin"
737,U+1F4FB,📻,,,,,,,missing,,,radio,V6.0ʲʷ,emoji,"entertainment, object, radio, video"
738,U+1F4F1,📱,,,,,,,,,,mobile phone,V6.0ʲ,emoji,"cell, communication, mobile, object, phone, telephone"
